cid	name	formula	weight	xlogp	rotb	hb_donor	hb_aceptor	heavy_atom	synonym	iso_smile	inchi
26307	5-amino-2-hexoxybenzoic acid	C13H19NO3	237.299	3.2	7	2	4	17	5-Amino-2-(hexyloxy)benzoic acid	CCCCCCOC1=C(C=C(C=C1)N)C(=O)O	InChI=1S/C13H19NO3/c1-2-3-4-5-8-17-12-7-6-10(14)9-11(12)13(15)16/h6-7,9H,2-5,8,14H2,1H3,(H,15,16)
26302	2-butoxy-4,6-dichloro-1,3,5-triazine	C7H9Cl2N3O	222.069	3.5	4	0	4	13	2-Butoxy-4,6-dichloro-1,3,5-triazine	CCCCOC1=NC(=NC(=N1)Cl)Cl	InChI=1S/C7H9Cl2N3O/c1-2-3-4-13-7-11-5(8)10-6(9)12-7/h2-4H2,1H3
26224	N'-[1-(5-amino-2-octoxyphenyl)ethylideneamino]carbamimidothioic acid	C17H28N4OS	336.498	4.6	10	3	5	23		CCCCCCCCOC1=C(C=C(C=C1)N)C(=NN=C(N)S)C	InChI=1S/C17H28N4OS/c1-3-4-5-6-7-8-11-22-16-10-9-14(18)12-15(16)13(2)20-21-17(19)23/h9-10,12H,3-8,11,18H2,1-2H3,(H3,19,21,23)
26183	[3-(methoxycarbonylamino)phenyl] N-butylcarbamate	C13H18N2O4	266.297	2.8	7	2	4	19	13684-36-1	CCCCNC(=O)OC1=CC=CC(=C1)NC(=O)OC	InChI=1S/C13H18N2O4/c1-3-4-8-14-12(16)19-11-7-5-6-10(9-11)15-13(17)18-2/h5-7,9H,3-4,8H2,1-2H3,(H,14,16)(H,15,17)
25791	1,2-dimethyl-4-nitroimidazole	C5H7N3O2	141.13	-0.2	0	0	3	10	1,2-Dimethyl-4-nitro-1H-imidazole	CC1=NC(=CN1C)[N+](=O)[O-]	InChI=1S/C5H7N3O2/c1-4-6-5(8(9)10)3-7(4)2/h3H,1-2H3
25659	2,3-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium;chloride	C21H18ClNO4	383.828	None	2	0	5	27	Nitidine chloride	C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC.[Cl-]	InChI=1S/C21H18NO4.ClH/c1-22-10-13-7-17(23-2)18(24-3)8-15(13)14-5-4-12-6-19-20(26-11-25-19)9-16(12)21(14)22;/h4-10H,11H2,1-3H3;1H/q+1;/p-1
25607	2,4-dichloro-1-(trichloromethyl)benzene	C7H3Cl5	264.351	5.5	0	0	0	12	2,4-Dichlorobenzotrichloride	C1=CC(=C(C=C1Cl)Cl)C(Cl)(Cl)Cl	InChI=1S/C7H3Cl5/c8-4-1-2-5(6(9)3-4)7(10,11)12/h1-3H
25595	N-[(2,4-dichlorophenyl)methyl]-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide	C16H16Cl2N4O2	367.23	2.1	7	3	4	24	P 1265	C1=CC(=C(C=C1Cl)Cl)CNC(=O)CCNNC(=O)C2=CC=NC=C2	InChI=1S/C16H16Cl2N4O2/c17-13-2-1-12(14(18)9-13)10-20-15(23)5-8-21-22-16(24)11-3-6-19-7-4-11/h1-4,6-7,9,21H,5,8,10H2,(H,20,23)(H,22,24)
25438	3-[(3S,5S,10R,13R,14S,17R)-3-[(2R,5S)-6-[[(3R,6S)-4,6-dihydroxy-2-methyloxan-3-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,14-dihydroxy-10-(hydroxymethyl)-13-methyl-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	C35H54O14	698.803	-1.8	7	8	14	49	Erysimosole	CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)CO)O)O)O	InChI=1S/C35H54O14/c1-17-30(23(37)12-26(39)47-17)46-15-24-27(40)28(41)29(42)31(49-24)48-19-3-8-33(16-36)21-4-7-32(2)20(18-11-25(38)45-14-18)6-10-35(32,44)22(21)5-9-34(33,43)13-19/h11,17,19-24,26-31,36-37,39-44H,3-10,12-16H2,1-2H3/t17?,19-,20+,21?,22?,23?,24?,26-,27+,28?,29?,30-,31+,32+,33-,34-,35-/m0/s1
25293	4-[4-[4-chloro-3-(trifluoromethyl)phenyl]-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one	C22H22ClF4NO2	443.867	4.1	6	1	7	30	Clofluperol	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F	InChI=1S/C22H22ClF4NO2/c23-19-8-5-16(14-18(19)22(25,26)27)21(30)9-12-28(13-10-21)11-1-2-20(29)15-3-6-17(24)7-4-15/h3-8,14,30H,1-2,9-13H2
25271	2-(2-benzoylphenoxy)ethyl-(1-phenylpropan-2-yl)azanium;chloride	C24H26ClNO2	395.927	None	9	1	3	28	2-(2-((alpha-Methylphenethyl)amino)ethoxy)benzophenone hydrochloride	CC(CC1=CC=CC=C1)[NH2+]CCOC2=CC=CC=C2C(=O)C3=CC=CC=C3.[Cl-]	InChI=1S/C24H25NO2.ClH/c1-19(18-20-10-4-2-5-11-20)25-16-17-27-23-15-9-8-14-22(23)24(26)21-12-6-3-7-13-21;/h2-15,19,25H,16-18H2,1H3;1H
25152	2-(4-bromo-3-hydroxyquinolin-2-yl)indene-1,3-dione	C18H10BrNO3	368.186	3.7	1	1	4	23	C.I. DISPERSE YELLOW 64	C1=CC=C2C(=C1)C(=O)C(C2=O)C3=NC4=CC=CC=C4C(=C3O)Br	InChI=1S/C18H10BrNO3/c19-14-11-7-3-4-8-12(11)20-15(18(14)23)13-16(21)9-5-1-2-6-10(9)17(13)22/h1-8,13,23H
25122	lanthanum(3+);trinitrate	LaN3O9	324.917	None	0	0	9	13	CCRIS 9004	[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[La+3]	InChI=1S/La.3NO3/c;3*2-1(3)4/q+3;3*-1
25096	4-[(3-carboxy-2-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylic acid;2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]ethanol	C44H43ClN2O8	763.284	None	12	5	10	55	10246-75-0	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O	InChI=1S/C23H16O6.C21H27ClN2O2/c24-20-16(14-7-3-1-5-12(14)9-18(20)22(26)27)11-17-15-8-4-2-6-13(15)10-19(21(17)25)23(28)29;22-20-8-6-19(7-9-20)21(18-4-2-1-3-5-18)24-12-10-23(11-13-24)14-16-26-17-15-25/h1-10,24-25H,11H2,(H,26,27)(H,28,29);1-9,21,25H,10-17H2
25068	propan-2-yl dodecanoate	C15H30O2	242.403	6.1	12	0	2	17	Isopropyl dodecanoate	CCCCCCCCCCCC(=O)OC(C)C	InChI=1S/C15H30O2/c1-4-5-6-7-8-9-10-11-12-13-15(16)17-14(2)3/h14H,4-13H2,1-3H3
25049	carbon monoxide;cobalt;cobalt(2+);methanone	C8H2Co2O8	343.962	None	0	0	10	18	Dicobalt carbonyl	[CH-]=O.[CH-]=O.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co+2]	InChI=1S/2CHO.6CO.2Co/c8*1-2;;/h2*1H;;;;;;;;/q2*-1;;;;;;;;+2
25017	3-(diaminomethylidene)-1,1-diphenylguanidine	C14H15N5	253.309	1.8	4	3	1	19	AC1L18A0	C1=CC=C(C=C1)N(C2=CC=CC=C2)C(=N)N=C(N)N	InChI=1S/C14H15N5/c15-13(16)18-14(17)19(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H5,15,16,17,18)
24985	dichloro-ethenyl-ethylsilane	C4H8Cl2Si	155.093	None	2	0	0	7	Silane, dichloroethylvinyl-	CC[Si](C=C)(Cl)Cl	InChI=1S/C4H8Cl2Si/c1-3-7(5,6)4-2/h3H,1,4H2,2H3
24888	2-[3-[2-[diethyl(methyl)azaniumyl]ethoxycarbonyl]-2,4-diphenylcyclobutanecarbonyl]oxyethyl-diethyl-methylazanium;diiodide	C32H48I2N2O4	778.555	None	16	0	6	40	AC1L2NQW	CC[N+](C)(CC)CCOC(=O)C1C(C(C1C2=CC=CC=C2)C(=O)OCC[N+](C)(CC)CC)C3=CC=CC=C3.[I-].[I-]	InChI=1S/C32H48N2O4.2HI/c1-7-33(5,8-2)21-23-37-31(35)29-27(25-17-13-11-14-18-25)30(28(29)26-19-15-12-16-20-26)32(36)38-24-22-34(6,9-3)10-4;;/h11-20,27-30H,7-10,21-24H2,1-6H3;2*1H/q+2;;/p-2
24836	(3,7-dimethylcycloocta-2,6-dien-1-yl) 3-oxobutanoate	C14H20O3	236.311	1.9	4	0	3	17		CC1=CC(CC(=CCC1)C)OC(=O)CC(=O)C	InChI=1S/C14H20O3/c1-10-5-4-6-11(2)8-13(7-10)17-14(16)9-12(3)15/h5,8,13H,4,6-7,9H2,1-3H3
24814	trichlorostibane	Cl3Sb	228.11	None	0	0	0	4	ANTIMONY TRICHLORIDE	Cl[Sb](Cl)Cl	InChI=1S/3ClH.Sb/h3*1H;/q;;;+3/p-3
24699	2,3-dihydroxypropyl octadecanoate	C21H42O4	358.563	7.4	20	2	4	25	Glyceryl monostearate	CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O	InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3
24376	1-phenylethyl 3-dimethoxyphosphoryloxybut-2-enoate	C14H19O6P	314.274	3.3	8	0	6	21	2-Butenoic acid, 3-((dimethoxyphosphinyl)oxy)-, 1-phenylethyl ester (9CI)	CC(C1=CC=CC=C1)OC(=O)C=C(C)OP(=O)(OC)OC	InChI=1S/C14H19O6P/c1-11(20-21(16,17-3)18-4)10-14(15)19-12(2)13-8-6-5-7-9-13/h5-10,12H,1-4H3
24368	4-chloro-2-(2-chloroprop-2-enyl)pent-4-enehydrazide	C8H12Cl2N2O	223.097	1.8	5	2	2	13	NSC 91446	C=C(CC(CC(=C)Cl)C(=O)NN)Cl	InChI=1S/C8H12Cl2N2O/c1-5(9)3-7(4-6(2)10)8(13)12-11/h7H,1-4,11H2,(H,12,13)
24320	tribenzylazanium;chloride	C21H22ClN	323.864	None	6	1	1	23	tribenzylazanium chloride	C1=CC=C(C=C1)C[NH+](CC2=CC=CC=C2)CC3=CC=CC=C3.[Cl-]	InChI=1S/C21H21N.ClH/c1-4-10-19(11-5-1)16-22(17-20-12-6-2-7-13-20)18-21-14-8-3-9-15-21;/h1-15H,16-18H2;1H
24254	3-phenylbut-1-enylbenzene	C16H16	208.304	4.8	3	0	0	16	AC1L2NBF	CC(C=CC1=CC=CC=C1)C2=CC=CC=C2	InChI=1S/C16H16/c1-14(16-10-6-3-7-11-16)12-13-15-8-4-2-5-9-15/h2-14H,1H3
24105	[hydroxy(phenyl)methyl]phosphinic acid	C7H9O3P	172.12	-0.2	2	2	3	11		C1=CC=C(C=C1)C(O)P(=O)O	InChI=1S/C7H9O3P/c8-7(11(9)10)6-4-2-1-3-5-6/h1-5,7-8,11H,(H,9,10)
24097	potassium;1,4-bis(2-ethylhexoxy)-1,4-dioxobutane-2-sulfonate	C20H37KO7S	460.667	None	17	0	7	29		CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[K+]	InChI=1S/C20H38O7S.K/c1-5-9-11-16(7-3)14-26-19(21)13-18(28(23,24)25)20(22)27-15-17(8-4)12-10-6-2;/h16-18H,5-15H2,1-4H3,(H,23,24,25);/q;+1/p-1
24087	None	S2Se	143.091	None	0	0	2	3	Selenium disulfide	S=[Se]=S	InChI=1S/S2Se/c1-3-2
24055	2-methylnaphthalen-1-ol	C11H10O	158.2	3.2	0	1	1	12	2-Methyl-1-naphthol	CC1=C(C2=CC=CC=C2C=C1)O	InChI=1S/C11H10O/c1-8-6-7-9-4-2-3-5-10(9)11(8)12/h2-7,12H,1H3
24052	3,3-diphenylprop-2-enyl(dimethyl)azanium;chloride	C17H20ClN	273.804	None	4	1	1	19	NSC 400752	C[NH+](C)CC=C(C1=CC=CC=C1)C2=CC=CC=C2.[Cl-]	InChI=1S/C17H19N.ClH/c1-18(2)14-13-17(15-9-5-3-6-10-15)16-11-7-4-8-12-16;/h3-13H,14H2,1-2H3;1H
24045	4-chloro-N-propan-2-ylbenzamide	C10H12ClNO	197.662	2.6	2	1	1	13	p-Chloro-N-isopropylbenzamide	CC(C)NC(=O)C1=CC=C(C=C1)Cl	InChI=1S/C10H12ClNO/c1-7(2)12-10(13)8-3-5-9(11)6-4-8/h3-7H,1-2H3,(H,12,13)
23927	$l^{2}-plumbane	H2Pb	209.216	None	0	0	0	1	plumbylidyne	[PbH2]	InChI=1S/Pb.2H
23825	17-[(2R)-but-3-en-2-yl]-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	C22H32O2	328.496	3.9	2	1	2	24		C[C@H](C=C)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O	InChI=1S/C22H32O2/c1-4-14(2)22(24)12-10-20-19-7-5-15-13-16(23)6-8-17(15)18(19)9-11-21(20,22)3/h4,13-14,17-20,24H,1,5-12H2,2-3H3/t14-,17?,18?,19?,20?,21?,22?/m1/s1
23742	2,2-dimethylpropanedinitrile	C5H6N2	94.117	0.8	0	0	2	7	DIMETHYLMALONONITRILE	CC(C)(C#N)C#N	InChI=1S/C5H6N2/c1-5(2,3-6)4-7/h1-2H3
23733	potassium;decoxymethanedithioate	C11H21KOS2	272.506	None	9	0	3	15		CCCCCCCCCCOC(=S)[S-].[K+]	InChI=1S/C11H22OS2.K/c1-2-3-4-5-6-7-8-9-10-12-11(13)14;/h2-10H2,1H3,(H,13,14);/q;+1/p-1
23632	3-phenyl-1-prop-2-enylazetidine	C12H15N	173.259	2.4	3	0	1	13	1-Allyl-3-phenylazetidine	C=CCN1CC(C1)C2=CC=CC=C2	InChI=1S/C12H15N/c1-2-8-13-9-12(10-13)11-6-4-3-5-7-11/h2-7,12H,1,8-10H2
23235	hexyl benzoate	C13H18O2	206.285	4.9	7	0	2	15	Hexyl benzoate	CCCCCCOC(=O)C1=CC=CC=C1	InChI=1S/C13H18O2/c1-2-3-4-8-11-15-13(14)12-9-6-5-7-10-12/h5-7,9-10H,2-4,8,11H2,1H3
22529	5-benzyl-2-methyl-3,4-dihydro-1H-pyrido[4,3-b]indole;naphthalene-1,5-disulfonic acid	C48H48N4O6S2	841.054	None	6	2	8	60	Diazoline	CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4.CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4.C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O	InChI=1S/2C19H20N2.C10H8O6S2/c2*1-20-12-11-19-17(14-20)16-9-5-6-10-18(16)21(19)13-15-7-3-2-4-8-15;11-17(12,13)9-5-1-3-7-8(9)4-2-6-10(7)18(14,15)16/h2*2-10H,11-14H2,1H3;1-6H,(H,11,12,13)(H,14,15,16)
22528	2-(2-benzylphenoxy)ethyl-dimethylazanium;chloride	C17H22ClNO	291.819	None	6	1	2	20	Bristamin hydrochloride	C[NH+](C)CCOC1=CC=CC=C1CC2=CC=CC=C2.[Cl-]	InChI=1S/C17H21NO.ClH/c1-18(2)12-13-19-17-11-7-6-10-16(17)14-15-8-4-3-5-9-15;/h3-11H,12-14H2,1-2H3;1H
22472	potassium;(2-methoxyphenyl) sulfate	C7H7KO5S	242.286	None	2	0	5	14		COC1=CC=CC=C1OS(=O)(=O)[O-].[K+]	InChI=1S/C7H8O5S.K/c1-11-6-4-2-3-5-7(6)12-13(8,9)10;/h2-5H,1H3,(H,8,9,10);/q;+1/p-1
22345	2-cyano-3-(2,4-dichlorophenyl)prop-2-enoic acid	C10H5Cl2NO2	242.055	2.3	2	1	3	15	2-cyano-3-(2,4-dichlorophenyl)prop-2-enoic acid	C1=CC(=C(C=C1Cl)Cl)C=C(C#N)C(=O)O	InChI=1S/C10H5Cl2NO2/c11-8-2-1-6(9(12)4-8)3-7(5-13)10(14)15/h1-4H,(H,14,15)
22312	potassium;7-chloro-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepine-3-carboxylate	C16H10ClKN2O3	352.815	None	1	1	4	23		C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[K+]	InChI=1S/C16H11ClN2O3.K/c17-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)19-14(16(21)22)15(20)18-12;/h1-8,14H,(H,18,20)(H,21,22);/q;+1/p-1
22179	(6aS)-1,10-dimethoxy-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-2,9-diol	C18H19NO4	313.353	2.3	2	3	5	23	Laurolitsine	COC1=C(C=C2C[C@H]3C4=C(C2=C1)C(=C(C=C4CCN3)O)OC)O	InChI=1S/C18H19NO4/c1-22-15-8-11-10(7-13(15)20)5-12-16-9(3-4-19-12)6-14(21)18(23-2)17(11)16/h6-8,12,19-21H,3-5H2,1-2H3/t12-/m0/s1
22056	1-[(4-ethoxy-3-methoxyphenyl)methyl]-6,7-dimethoxy-3-methylisoquinolin-2-ium;chloride	C22H26ClNO4	403.903	None	7	1	5	28	Dioxyline hydrochloride	CCOC1=C(C=C(C=C1)CC2=[NH+]C(=CC3=CC(=C(C=C32)OC)OC)C)OC.[Cl-]	InChI=1S/C22H25NO4.ClH/c1-6-27-19-8-7-15(11-20(19)24-3)10-18-17-13-22(26-5)21(25-4)12-16(17)9-14(2)23-18;/h7-9,11-13H,6,10H2,1-5H3;1H
22053	2-trimethylsilyloxyethanamine	C5H15NOSi	133.266	None	3	1	2	8	(2-Aminoethoxy)trimethylsilane	C[Si](C)(C)OCCN	InChI=1S/C5H15NOSi/c1-8(2,3)7-5-4-6/h4-6H2,1-3H3
21993	2-phenyl-2-propyl-1,3-dithiolane	C12H16S2	224.38	4	3	0	2	14	2-Phenyl-2-propyl-1,3-dithiolane	CCCC1(SCCS1)C2=CC=CC=C2	InChI=1S/C12H16S2/c1-2-8-12(13-9-10-14-12)11-6-4-3-5-7-11/h3-7H,2,8-10H2,1H3
21992	2-methyl-2-phenyl-1,3-dithiolane	C10H12S2	196.326	3.1	1	0	2	12	2-Methyl-2-phenyl-1,3-dithiolane	CC1(SCCS1)C2=CC=CC=C2	InChI=1S/C10H12S2/c1-10(11-7-8-12-10)9-5-3-2-4-6-9/h2-6H,7-8H2,1H3
21965	2-(2,4-dichlorophenoxy)acetate;propan-2-ylazanium	C11H15Cl2NO3	280.145	None	2	1	3	17	Caswell No. 315U	CC(C)[NH3+].C1=CC(=C(C=C1Cl)Cl)OCC(=O)[O-]	InChI=1S/C8H6Cl2O3.C3H9N/c9-5-1-2-7(6(10)3-5)13-4-8(11)12;1-3(2)4/h1-3H,4H2,(H,11,12);3H,4H2,1-2H3
21961	1-[bromo-(2,3,4,5,6-pentafluorophenyl)methyl]-2,3,4,5,6-pentafluorobenzene	C13HBrF10	427.039	5.2	2	0	10	24	Decafluorobenzhydryl bromide	C1(=C(C(=C(C(=C1F)F)F)F)F)C(C2=C(C(=C(C(=C2F)F)F)F)F)Br	InChI=1S/C13HBrF10/c14-3(1-4(15)8(19)12(23)9(20)5(1)16)2-6(17)10(21)13(24)11(22)7(2)18/h3H
21956	(5-hydroxynaphthalen-1-yl) N-methylcarbamate	C12H11NO3	217.224	2	2	2	3	16	5-Hydroxycarbaryl	CNC(=O)OC1=CC=CC2=C1C=CC=C2O	InChI=1S/C12H11NO3/c1-13-12(15)16-11-7-3-4-8-9(11)5-2-6-10(8)14/h2-7,14H,1H3,(H,13,15)
21947	6-(diethylcarbamoyl)cyclohex-3-ene-1-carboxylic acid;N-(6-methoxyquinolin-4-yl)-N',N'-dimethylethane-1,2-diamine	C38H57N5O7	695.902	None	13	3	10	50	Quinetalate	CCN(CC)C(=O)C1CC=CCC1C(=O)O.CCN(CC)C(=O)C1CC=CCC1C(=O)O.CN(C)CCNC1=C2C=C(C=CC2=NC=C1)OC	InChI=1S/C14H19N3O.2C12H19NO3/c1-17(2)9-8-16-14-6-7-15-13-5-4-11(18-3)10-12(13)14;2*1-3-13(4-2)11(14)9-7-5-6-8-10(9)12(15)16/h4-7,10H,8-9H2,1-3H3,(H,15,16);2*5-6,9-10H,3-4,7-8H2,1-2H3,(H,15,16)
21946	2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol;4-[2-(11,17-dihydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl)-2-oxoethoxy]-4-oxobutanoic acid	C46H58ClN3O9S	864.492	None	13	4	13	60	AC1L2JFA	CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCC(=O)O)O)CCC4=CC(=O)C=CC34C)O.C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO	InChI=1S/C25H32O8.C21H26ClN3OS/c1-23-9-7-15(26)11-14(23)3-4-16-17-8-10-25(32,24(17,2)12-18(27)22(16)23)19(28)13-33-21(31)6-5-20(29)30;22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h7,9,11,16-18,22,27,32H,3-6,8,10,12-13H2,1-2H3,(H,29,30);1-2,4-7,16,26H,3,8-15H2
21941	but-2-enedioic acid;1-[10-[3-[4-(2-hydroxyethyl)piperazin-1-yl]propyl]phenothiazin-2-yl]ethanone	C27H33N3O6S	527.636	3.176	9	3	10	37		CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO.C(=CC(=O)O)C(=O)O	InChI=1S/C23H29N3O2S.C4H4O4/c1-18(28)19-7-8-23-21(17-19)26(20-5-2-3-6-22(20)29-23)10-4-9-24-11-13-25(14-12-24)15-16-27;5-3(6)1-2-4(7)8/h2-3,5-8,17,27H,4,9-16H2,1H3;1-2H,(H,5,6)(H,7,8)
21940	5-pyridin-3-yl-1,3,4-oxadiazol-2-amine	C7H6N4O	162.152	0	1	1	5	12	5711-73-9	C1=CC(=CN=C1)C2=NN=C(O2)N	InChI=1S/C7H6N4O/c8-7-11-10-6(12-7)5-2-1-3-9-4-5/h1-4H,(H2,8,11)
21932	2-(4-ethoxy-3-fluorobenzoyl)oxyethyl-diethylazanium;chloride	C15H23ClFNO3	319.801	None	9	1	5	21	4-Ethoxy-3-fluorobenzoic acid 2-(diethylamino)ethyl ester hydrochloride	CC[NH+](CC)CCOC(=O)C1=CC(=C(C=C1)OCC)F.[Cl-]	InChI=1S/C15H22FNO3.ClH/c1-4-17(5-2)9-10-20-15(18)12-7-8-14(19-6-3)13(16)11-12;/h7-8,11H,4-6,9-10H2,1-3H3;1H
21928	phenyl selenohypochlorite	C6H5ClSe	191.527	None	0	0	0	8	5707-04-0	C1=CC=C(C=C1)[Se]Cl	InChI=1S/C6H5ClSe/c7-8-6-4-2-1-3-5-6/h1-5H
21877	1-[(4-ethoxy-3-methoxyphenyl)methyl]-6,7-dimethoxy-3-methylisoquinoline;phosphoric acid	C22H28NO8P	465.439	None	7	3	9	32	Dioxyline phosphate	CCOC1=C(C=C(C=C1)CC2=NC(=CC3=CC(=C(C=C32)OC)OC)C)OC.OP(=O)(O)O	InChI=1S/C22H25NO4.H3O4P/c1-6-27-19-8-7-15(11-20(19)24-3)10-18-17-13-22(26-5)21(25-4)12-16(17)9-14(2)23-18;1-5(2,3)4/h7-9,11-13H,6,10H2,1-5H3;(H3,1,2,3,4)
21872	oct-2-ynoic acid	C8H12O2	140.182	2.8	3	1	2	10	2-OCTYNOIC ACID	CCCCCC#CC(=O)O	InChI=1S/C8H12O2/c1-2-3-4-5-6-7-8(9)10/h2-5H2,1H3,(H,9,10)
21866	ethyl N-(3-carbamoyloxypropyl)carbamate	C7H14N2O4	190.199	0	7	2	4	13	Ethyl (3-carbamoyloxypropyl)carbamate	CCOC(=O)NCCCOC(=O)N	InChI=1S/C7H14N2O4/c1-2-12-7(11)9-4-3-5-13-6(8)10/h2-5H2,1H3,(H2,8,10)(H,9,11)
21848	(17R)-17-acetyl-17-hydroxy-6,10,13-trimethyl-16-methylidene-1,2,8,9,11,12,14,15-octahydrocyclopenta[a]phenanthren-3-one	C23H30O3	354.49	2.5	1	1	3	26	AC1L2J7S	CC1=CC2C(CCC3(C2CC(=C)[C@@]3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C	InChI=1S/C23H30O3/c1-13-10-17-18(21(4)8-6-16(25)12-19(13)21)7-9-22(5)20(17)11-14(2)23(22,26)15(3)24/h10,12,17-18,20,26H,2,6-9,11H2,1,3-5H3/t17?,18?,20?,21?,22?,23-/m0/s1
21837	2-(5-oxo-1-phenyl-2-sulfanyl-4H-imidazol-4-yl)acetic acid	C11H10N2O3S	250.272	1.1	3	2	5	17		C1=CC=C(C=C1)N2C(=O)C(N=C2S)CC(=O)O	InChI=1S/C11H10N2O3S/c14-9(15)6-8-10(16)13(11(17)12-8)7-4-2-1-3-5-7/h1-5,8H,6H2,(H,12,17)(H,14,15)
21832	heptylcyclohexane	C13H26	182.351	6.8	6	0	0	13	HEPTYLCYCLOHEXANE	CCCCCCCC1CCCCC1	InChI=1S/C13H26/c1-2-3-4-5-7-10-13-11-8-6-9-12-13/h13H,2-12H2,1H3
21831	2-(2-phenylethenyl)-1,3-dithiolane	C11H12S2	208.337	3.6	2	0	2	13	CTK5A4738	C1CSC(S1)C=CC2=CC=CC=C2	InChI=1S/C11H12S2/c1-2-4-10(5-3-1)6-7-11-12-8-9-13-11/h1-7,11H,8-9H2
21821	7-chloro-N-methyl-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepine-3-carboxamide	C17H14ClN3O2	327.768	3	2	2	3	23	1-Methylcarbamoyldiazepam	CNC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3	InChI=1S/C17H14ClN3O2/c1-19-16(22)15-17(23)20-13-8-7-11(18)9-12(13)14(21-15)10-5-3-2-4-6-10/h2-9,15H,1H3,(H,19,22)(H,20,23)
21808	4,6-bis(4-methylphenyl)-1,3,5-triazin-2-amine	C17H16N4	276.343	4.3	2	1	4	21	AC1L2J4S	CC1=CC=C(C=C1)C2=NC(=NC(=N2)N)C3=CC=C(C=C3)C	InChI=1S/C17H16N4/c1-11-3-7-13(8-4-11)15-19-16(21-17(18)20-15)14-9-5-12(2)6-10-14/h3-10H,1-2H3,(H2,18,19,20,21)
